1,TICKET,25.0,1,Entrada,2026-05-20T00:47:28.001112500
2,TICKET,25.0,2,Entrada,2026-05-20T00:47:28.027691500
3,TICKET,25.0,3,Entrada,2026-05-20T00:47:28.028640800
4,TICKET,25.0,4,Entrada,2026-05-20T00:47:28.029643100
5,TICKET,25.0,5,Entrada,2026-05-20T00:47:28.030643300
3000,ENCLOSURE_ENTRY,10.0,1,Zona Básica,2026-05-20T00:47:28.031645600
1000,SOUVENIR,15.0,2,Hub Central,2026-05-20T00:47:28.033642400
3000,ENCLOSURE_ENTRY,75.0,2,Zona VIP,2026-05-20T00:47:28.034643600
1001,SOUVENIR,15.0,3,Hub Central,2026-05-20T00:47:28.035646
3001,ENCLOSURE_ENTRY,10.0,3,Zona Básica,2026-05-20T00:47:28.035646
3001,ENCLOSURE_ENTRY,75.0,4,Zona VIP,2026-05-20T00:47:28.036979100
3000,ENCLOSURE_ENTRY,30.0,5,Zona Premium,2026-05-20T00:47:28.037645300
6,TICKET,25.0,6,Entrada,2026-05-20T00:47:28.075647900
7,TICKET,25.0,7,Entrada,2026-05-20T00:47:28.075647900
8,TICKET,25.0,8,Entrada,2026-05-20T00:47:28.076646600
9,TICKET,25.0,9,Entrada,2026-05-20T00:47:28.076646600
10,TICKET,25.0,10,Entrada,2026-05-20T00:47:28.076646600
1002,SOUVENIR,15.0,1,Hub Central,2026-05-20T00:47:28.077642200
3002,ENCLOSURE_ENTRY,10.0,1,Zona Básica,2026-05-20T00:47:28.077642200
3002,ENCLOSURE_ENTRY,75.0,2,Zona VIP,2026-05-20T00:47:28.078648800
3001,ENCLOSURE_ENTRY,30.0,3,Zona Premium,2026-05-20T00:47:28.078648800
1003,SOUVENIR,15.0,4,Hub Central,2026-05-20T00:47:28.079642700
3003,ENCLOSURE_ENTRY,75.0,4,Zona VIP,2026-05-20T00:47:28.079642700
3002,ENCLOSURE_ENTRY,30.0,5,Zona Premium,2026-05-20T00:47:28.080643500
1004,SOUVENIR,15.0,6,Hub Central,2026-05-20T00:47:28.080643500
3004,ENCLOSURE_ENTRY,75.0,6,Zona VIP,2026-05-20T00:47:28.080643500
3003,ENCLOSURE_ENTRY,30.0,7,Zona Premium,2026-05-20T00:47:28.081643200
3005,ENCLOSURE_ENTRY,75.0,8,Zona VIP,2026-05-20T00:47:28.081643200
3004,ENCLOSURE_ENTRY,30.0,9,Zona Premium,2026-05-20T00:47:28.081643200
3003,ENCLOSURE_ENTRY,10.0,10,Zona Básica,2026-05-20T00:47:28.082645
11,TICKET,25.0,11,Entrada,2026-05-20T00:47:28.083643200
12,TICKET,25.0,12,Entrada,2026-05-20T00:47:28.084642800
13,TICKET,25.0,13,Entrada,2026-05-20T00:47:28.085643100
14,TICKET,25.0,14,Entrada,2026-05-20T00:47:28.085643100
15,TICKET,25.0,15,Entrada,2026-05-20T00:47:28.086642400
1005,SOUVENIR,15.0,1,Hub Central,2026-05-20T00:47:28.086642400
3004,ENCLOSURE_ENTRY,10.0,1,Zona Básica,2026-05-20T00:47:28.087642800
3005,ENCLOSURE_ENTRY,10.0,2,Zona Básica,2026-05-20T00:47:28.087642800
3006,ENCLOSURE_ENTRY,75.0,3,Zona VIP,2026-05-20T00:47:28.088645400
1006,SOUVENIR,15.0,4,Hub Central,2026-05-20T00:47:28.088645400
3005,ENCLOSURE_ENTRY,30.0,4,Zona Premium,2026-05-20T00:47:28.089642900
1007,SOUVENIR,15.0,5,Hub Central,2026-05-20T00:47:28.089642900
3006,ENCLOSURE_ENTRY,10.0,5,Zona Básica,2026-05-20T00:47:28.090646800
3006,ENCLOSURE_ENTRY,30.0,6,Zona Premium,2026-05-20T00:47:28.090646800
1008,SOUVENIR,15.0,7,Hub Central,2026-05-20T00:47:28.091642700
3007,ENCLOSURE_ENTRY,10.0,7,Zona Básica,2026-05-20T00:47:28.091642700
3007,ENCLOSURE_ENTRY,75.0,8,Zona VIP,2026-05-20T00:47:28.092644100
3007,ENCLOSURE_ENTRY,30.0,9,Zona Premium,2026-05-20T00:47:28.093644900
3008,ENCLOSURE_ENTRY,30.0,10,Zona Premium,2026-05-20T00:47:28.093644900
3008,ENCLOSURE_ENTRY,10.0,11,Zona Básica,2026-05-20T00:47:28.093644900
1009,SOUVENIR,15.0,12,Hub Central,2026-05-20T00:47:28.094644
3008,ENCLOSURE_ENTRY,75.0,12,Zona VIP,2026-05-20T00:47:28.094644
1010,SOUVENIR,15.0,13,Hub Central,2026-05-20T00:47:28.095643100
3009,ENCLOSURE_ENTRY,75.0,13,Zona VIP,2026-05-20T00:47:28.095643100
3009,ENCLOSURE_ENTRY,30.0,14,Zona Premium,2026-05-20T00:47:28.096644300
1011,SOUVENIR,15.0,15,Hub Central,2026-05-20T00:47:28.096644300
3010,ENCLOSURE_ENTRY,75.0,15,Zona VIP,2026-05-20T00:47:28.097643900
16,TICKET,25.0,16,Entrada,2026-05-20T00:47:28.098642700
17,TICKET,25.0,17,Entrada,2026-05-20T00:47:28.098642700
18,TICKET,25.0,18,Entrada,2026-05-20T00:47:28.099644
19,TICKET,25.0,19,Entrada,2026-05-20T00:47:28.099644
20,TICKET,25.0,20,Entrada,2026-05-20T00:47:28.100643100
3011,ENCLOSURE_ENTRY,75.0,1,Zona VIP,2026-05-20T00:47:28.100643100
3012,ENCLOSURE_ENTRY,75.0,2,Zona VIP,2026-05-20T00:47:28.101643400
3013,ENCLOSURE_ENTRY,75.0,3,Zona VIP,2026-05-20T00:47:28.102647900
3014,ENCLOSURE_ENTRY,75.0,4,Zona VIP,2026-05-20T00:47:28.102647900
3010,ENCLOSURE_ENTRY,30.0,5,Zona Premium,2026-05-20T00:47:28.103642900
3011,ENCLOSURE_ENTRY,30.0,6,Zona Premium,2026-05-20T00:47:28.103642900
1012,SOUVENIR,15.0,7,Hub Central,2026-05-20T00:47:28.104651700
3015,ENCLOSURE_ENTRY,75.0,7,Zona VIP,2026-05-20T00:47:28.104651700
1013,SOUVENIR,15.0,8,Hub Central,2026-05-20T00:47:28.106062500
3009,ENCLOSURE_ENTRY,10.0,8,Zona Básica,2026-05-20T00:47:28.106649700
1014,SOUVENIR,15.0,9,Hub Central,2026-05-20T00:47:28.107650700
3016,ENCLOSURE_ENTRY,75.0,9,Zona VIP,2026-05-20T00:47:28.107650700
1015,SOUVENIR,15.0,10,Hub Central,2026-05-20T00:47:28.108656300
3010,ENCLOSURE_ENTRY,10.0,10,Zona Básica,2026-05-20T00:47:28.108656300
1016,SOUVENIR,15.0,11,Hub Central,2026-05-20T00:47:28.109650400
3012,ENCLOSURE_ENTRY,30.0,11,Zona Premium,2026-05-20T00:47:28.109650400
1017,SOUVENIR,15.0,12,Hub Central,2026-05-20T00:47:28.110652
3011,ENCLOSURE_ENTRY,10.0,12,Zona Básica,2026-05-20T00:47:28.110652
3012,ENCLOSURE_ENTRY,10.0,13,Zona Básica,2026-05-20T00:47:28.110652
1018,SOUVENIR,15.0,14,Hub Central,2026-05-20T00:47:28.111678400
3013,ENCLOSURE_ENTRY,10.0,14,Zona Básica,2026-05-20T00:47:28.111678400
3013,ENCLOSURE_ENTRY,30.0,15,Zona Premium,2026-05-20T00:47:28.112651800
3017,ENCLOSURE_ENTRY,75.0,16,Zona VIP,2026-05-20T00:47:28.112651800
3014,ENCLOSURE_ENTRY,30.0,17,Zona Premium,2026-05-20T00:47:28.113650900
3015,ENCLOSURE_ENTRY,30.0,18,Zona Premium,2026-05-20T00:47:28.114652200
3014,ENCLOSURE_ENTRY,10.0,19,Zona Básica,2026-05-20T00:47:28.114652200
3015,ENCLOSURE_ENTRY,10.0,20,Zona Básica,2026-05-20T00:47:28.115650100
21,TICKET,25.0,21,Entrada,2026-05-20T00:47:28.115650100
22,TICKET,25.0,22,Entrada,2026-05-20T00:47:28.116650700
23,TICKET,25.0,23,Entrada,2026-05-20T00:47:28.116650700
24,TICKET,25.0,24,Entrada,2026-05-20T00:47:28.117652100
25,TICKET,25.0,25,Entrada,2026-05-20T00:47:28.117652100
3018,ENCLOSURE_ENTRY,75.0,1,Zona VIP,2026-05-20T00:47:28.117652100
1019,SOUVENIR,15.0,2,Hub Central,2026-05-20T00:47:28.119160500
3016,ENCLOSURE_ENTRY,10.0,2,Zona Básica,2026-05-20T00:47:28.120173
3017,ENCLOSURE_ENTRY,10.0,3,Zona Básica,2026-05-20T00:47:28.120173
3019,ENCLOSURE_ENTRY,75.0,4,Zona VIP,2026-05-20T00:47:28.121171300
3020,ENCLOSURE_ENTRY,75.0,5,Zona VIP,2026-05-20T00:47:28.122169900
3018,ENCLOSURE_ENTRY,10.0,6,Zona Básica,2026-05-20T00:47:28.122169900
2000,SPA,20.0,7,Baños,2026-05-20T00:47:28.122169900
3019,ENCLOSURE_ENTRY,10.0,7,Zona Básica,2026-05-20T00:47:28.123170700
3016,ENCLOSURE_ENTRY,30.0,8,Zona Premium,2026-05-20T00:47:28.123170700
3020,ENCLOSURE_ENTRY,10.0,9,Zona Básica,2026-05-20T00:47:28.124170600
3021,ENCLOSURE_ENTRY,10.0,10,Zona Básica,2026-05-20T00:47:28.124170600
3021,ENCLOSURE_ENTRY,75.0,11,Zona VIP,2026-05-20T00:47:28.125176
1020,SOUVENIR,15.0,12,Hub Central,2026-05-20T00:47:28.125176
3022,ENCLOSURE_ENTRY,10.0,12,Zona Básica,2026-05-20T00:47:28.125176
1021,SOUVENIR,15.0,13,Hub Central,2026-05-20T00:47:28.126170100
3017,ENCLOSURE_ENTRY,30.0,13,Zona Premium,2026-05-20T00:47:28.126170100
1022,SOUVENIR,15.0,14,Hub Central,2026-05-20T00:47:28.127171500
3018,ENCLOSURE_ENTRY,30.0,14,Zona Premium,2026-05-20T00:47:28.127171500
1023,SOUVENIR,15.0,15,Hub Central,2026-05-20T00:47:28.128172300
3019,ENCLOSURE_ENTRY,30.0,15,Zona Premium,2026-05-20T00:47:28.129171900
3023,ENCLOSURE_ENTRY,10.0,16,Zona Básica,2026-05-20T00:47:28.129171900
1024,SOUVENIR,15.0,17,Hub Central,2026-05-20T00:47:28.130170
3022,ENCLOSURE_ENTRY,75.0,17,Zona VIP,2026-05-20T00:47:28.130170
1025,SOUVENIR,15.0,18,Hub Central,2026-05-20T00:47:28.130170
3024,ENCLOSURE_ENTRY,10.0,18,Zona Básica,2026-05-20T00:47:28.131171
1026,SOUVENIR,15.0,19,Hub Central,2026-05-20T00:47:28.131171
3023,ENCLOSURE_ENTRY,75.0,19,Zona VIP,2026-05-20T00:47:28.132171600
3020,ENCLOSURE_ENTRY,30.0,20,Zona Premium,2026-05-20T00:47:28.132171600
3025,ENCLOSURE_ENTRY,10.0,21,Zona Básica,2026-05-20T00:47:28.133169100
3021,ENCLOSURE_ENTRY,30.0,22,Zona Premium,2026-05-20T00:47:28.133169100
1027,SOUVENIR,15.0,23,Hub Central,2026-05-20T00:47:28.134172400
3026,ENCLOSURE_ENTRY,10.0,23,Zona Básica,2026-05-20T00:47:28.134172400
3027,ENCLOSURE_ENTRY,10.0,24,Zona Básica,2026-05-20T00:47:28.135171100
3022,ENCLOSURE_ENTRY,30.0,25,Zona Premium,2026-05-20T00:47:28.136359400
26,TICKET,25.0,26,Entrada,2026-05-20T00:47:28.137171800
27,TICKET,25.0,27,Entrada,2026-05-20T00:47:28.138169900
28,TICKET,25.0,28,Entrada,2026-05-20T00:47:28.138169900
29,TICKET,25.0,29,Entrada,2026-05-20T00:47:28.138169900
30,TICKET,25.0,30,Entrada,2026-05-20T00:47:28.138169900
3028,ENCLOSURE_ENTRY,10.0,1,Zona Básica,2026-05-20T00:47:28.139409600
3024,ENCLOSURE_ENTRY,75.0,2,Zona VIP,2026-05-20T00:47:28.140170700
3029,ENCLOSURE_ENTRY,10.0,3,Zona Básica,2026-05-20T00:47:28.140170700
3025,ENCLOSURE_ENTRY,75.0,4,Zona VIP,2026-05-20T00:47:28.141174600
3026,ENCLOSURE_ENTRY,75.0,5,Zona VIP,2026-05-20T00:47:28.141174600
1028,SOUVENIR,15.0,6,Hub Central,2026-05-20T00:47:28.141174600
3030,ENCLOSURE_ENTRY,10.0,6,Zona Básica,2026-05-20T00:47:28.142170700
3027,ENCLOSURE_ENTRY,75.0,7,Zona VIP,2026-05-20T00:47:28.142170700
1029,SOUVENIR,15.0,8,Hub Central,2026-05-20T00:47:28.142170700
3028,ENCLOSURE_ENTRY,75.0,8,Zona VIP,2026-05-20T00:47:28.143169500
3023,ENCLOSURE_ENTRY,30.0,9,Zona Premium,2026-05-20T00:47:28.143169500
3031,ENCLOSURE_ENTRY,10.0,10,Zona Básica,2026-05-20T00:47:28.143169500
3024,ENCLOSURE_ENTRY,30.0,11,Zona Premium,2026-05-20T00:47:28.143169500
3025,ENCLOSURE_ENTRY,30.0,12,Zona Premium,2026-05-20T00:47:28.144170100
3026,ENCLOSURE_ENTRY,30.0,13,Zona Premium,2026-05-20T00:47:28.144170100
3027,ENCLOSURE_ENTRY,30.0,14,Zona Premium,2026-05-20T00:47:28.144170100
3028,ENCLOSURE_ENTRY,30.0,15,Zona Premium,2026-05-20T00:47:28.144170100
3029,ENCLOSURE_ENTRY,75.0,16,Zona VIP,2026-05-20T00:47:28.145172100
3030,ENCLOSURE_ENTRY,75.0,17,Zona VIP,2026-05-20T00:47:28.145172100
1030,SOUVENIR,15.0,18,Hub Central,2026-05-20T00:47:28.146171700
3031,ENCLOSURE_ENTRY,75.0,18,Zona VIP,2026-05-20T00:47:28.147172100
3029,ENCLOSURE_ENTRY,30.0,19,Zona Premium,2026-05-20T00:47:28.147172100
3032,ENCLOSURE_ENTRY,75.0,20,Zona VIP,2026-05-20T00:47:28.148170900
3032,ENCLOSURE_ENTRY,10.0,21,Zona Básica,2026-05-20T00:47:28.149171600
1031,SOUVENIR,15.0,22,Hub Central,2026-05-20T00:47:28.149171600
3033,ENCLOSURE_ENTRY,75.0,22,Zona VIP,2026-05-20T00:47:28.150172400
3033,ENCLOSURE_ENTRY,10.0,23,Zona Básica,2026-05-20T00:47:28.150172400
3034,ENCLOSURE_ENTRY,75.0,24,Zona VIP,2026-05-20T00:47:28.151175800
3030,ENCLOSURE_ENTRY,30.0,25,Zona Premium,2026-05-20T00:47:28.151175800
3034,ENCLOSURE_ENTRY,10.0,26,Zona Básica,2026-05-20T00:47:28.152171400
1032,SOUVENIR,15.0,27,Hub Central,2026-05-20T00:47:28.152171400
3035,ENCLOSURE_ENTRY,10.0,27,Zona Básica,2026-05-20T00:47:28.152171400
